use evern; 
INSERT INTO roles (nombre) VALUES ('Admin'); 
INSERT INTO roles (nombre) VALUES ('User'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Ornithology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Entomology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Helmitology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Herpetology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Ichthyology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Theriology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Botany'); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'L4nldEm31d@gmail.com', 'Nichole', 'zTUs6n4u5x', 391, 451637888, '2017-03-07', 'Wheeler', '2017-03-07', 'L4nldEm31d', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'idrinkchocolatemilk@gmail.com', 'Sienna', 'GaKnYkcWWPm5BG', 371, 192939986, '2017-03-07', 'Mason', '2017-03-07', 'idrinkchocolatemilk', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'SaintBroseph@gmail.com', 'Steffan', 'pK56Mb4zvs7mGx', 297, 364229586, '2017-03-07', 'Jacobson', '2017-03-07', 'SaintBroseph', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'chin_chillin@gmail.com', 'Awais', 'eKhSZx9E6vHSAF', 502, 377476098, '2017-03-07', 'Bush', '2017-03-07', 'chin_chillin', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'ghostfacegangsta@gmail.com', 'Lukasz', '2GM7jXytUk5XRx', 146, 870856551, '2017-03-07', 'Avalos', '2017-03-07', 'ghostfacegangsta', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'bigfootisreal@gmail.com', 'Ananya', 't4jSzNCySjNAhh', 574, 431354056, '2017-03-07', 'Feeney', '2017-03-07', 'bigfootisreal', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'santas_number1_elf@gmail.com', 'Devan', 'hfWhy9yxYxA26V', 286, 97491236, '2017-03-07', 'Thompson', '2017-03-07', 'santas_number1_elf', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'thehornoftheunicorn@gmail.com', 'Imran', 'CfE4T8RhDJL2vh', 305, 401424388, '2017-03-07', 'Martins', '2017-03-07', 'thehornoftheunicorn', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'iNeed2p@gmail.com', 'Gabriella', 'tShsp3sZVEJWtt', 105, 172597224, '2017-03-07', 'Montoya', '2017-03-07', 'iNeed2p', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'abductedbyaliens@gmail.com', 'Travis', 'm7Dv2CnqDympVq', 888, 802691724, '2017-03-07', 'Mcmahon', '2017-03-07', 'abductedbyaliens', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'actuallynotchrishemsworth@gmail.com', 'Deacon', 'vUqXguqMjwTMdE', 948, 180402479, '2017-03-07', 'Firth', '2017-03-07', 'actuallynotchrishemsworth', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'nachocheesefries@gmail.com', 'Aroush', 'pLG3WbvChasyCs', 39, 44600520, '2017-03-07', 'Clements', '2017-03-07', 'nachocheesefries', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'personallyvictimizedbyreginageorge@gmail.com', 'Mila-Rose', 'e52JkZQDhZN7Wr', 166, 75741076, '2017-03-07', 'Greene', '2017-03-07', 'personallyvictimizedbyreginageorge', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'just-a-harmless-potato@gmail.com', 'Ishaq', '6MRLvNGRAg9TZE', 973, 647909224, '2017-03-07', 'Bowes', '2017-03-07', 'just-a-harmless-potato', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'FrostedCupcake@gmail.com', 'Kenan', 'eRLNKu8YcwmZ4N', 956, 797686310, '2017-03-07', 'Peralta', '2017-03-07', 'FrostedCupcake', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Avocadorable@gmail.com', 'Reanne', 'CfTT8pw6NCttdR', 70, 631058960, '2017-03-07', 'Ellwood', '2017-03-07', 'Avocadorable', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'turkey_sandwich@gmail.com', 'Aj', 'neSDyFzfJPsf6n', 873, 85881657, '2017-03-07', 'Ashton', '2017-03-07', 'turkey_sandwich', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'B.Juice@gmail.com', 'Timur', 'fum9ZpKHbN5HVJ', 291, 694943170, '2017-03-07', 'Wilkins', '2017-03-07', 'B.Juice', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Chris_P_Bacon@gmail.com', 'Dominick', 'gEK9D9QxxNWdA6', 211, 753475579, '2017-03-07', 'Eaton', '2017-03-07', 'Chris_P_Bacon', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'LtDansLegs@gmail.com', 'Fraya', 'aa4myrZ7HcwYjL', 611, 84984420, '2017-03-07', 'Shea', '2017-03-07', 'LtDansLegs', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'WookiesrPpl2@gmail.com', 'Kristian', 'PNwTXLNBLJrvV5', 628, 420566856, '2017-03-07', 'Olsen', '2017-03-07', 'WookiesrPpl2', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'hogwartsfailure@gmail.com', 'Vikram', 'ASx5aYgHj73an3', 11, 259424501, '2017-03-07', 'Hope', '2017-03-07', 'hogwartsfailure', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'CourtesyFlush@gmail.com', 'Ronald', '9LrCVSJk5mzYyJ', 699, 962066057, '2017-03-07', 'Sweeney', '2017-03-07', 'CourtesyFlush', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'MomsSpaghetti@gmail.com', 'Dominik', '6TY7ztRuNNvgc2', 817, 742734199, '2017-03-07', 'Hendricks', '2017-03-07', 'MomsSpaghetti', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'spongebobspineapple@gmail.com', 'Benn', 'buyhY9wqpWcBqf', 299, 173880198, '2017-03-07', 'Baldwin', '2017-03-07', 'spongebobspineapple', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'garythesnail@gmail.com', 'Matias', 'tKcUxYYjmuwdrj', 414, 793048964, '2017-03-07', 'Erickson', '2017-03-07', 'garythesnail', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'nothisispatrick@gmail.com', 'Harmony', 'SawMwczKzVvEbU', 974, 411325959, '2017-03-07', 'Esparza', '2017-03-07', 'nothisispatrick', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'CountSwagula@gmail.com', 'Leanna', 'PbQmdWhWj3NuqN', 629, 762536658, '2017-03-07', 'Morton', '2017-03-07', 'CountSwagula', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'SweetP@gmail.com', 'Conrad', 'QGL5UWRkCArSvE', 712, 203678466, '2017-03-07', 'Cruz', '2017-03-07', 'SweetP', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'PNUT@gmail.com', 'Jett', 'wKZ3KtTCgFZRcR', 305, 279603696, '2017-03-07', 'Stamp', '2017-03-07', 'PNUT', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Snax@gmail.com', 'Sahar', 'pqjnQzRZ7zqDdx', 777, 98761509, '2017-03-07', 'Washington', '2017-03-07', 'Snax', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Nuggetz@gmail.com', 'Bianka', 'P3TCbQTGtkvDam', 872, 631845878, '2017-03-07', 'Walsh', '2017-03-07', 'Nuggetz', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'colonel_mustards_rope@gmail.com', 'Sonnie', 'ATj4DcwJZQLMKe', 514, 241485412, '2017-03-07', 'Worthington', '2017-03-07', 'colonel_mustards_rope', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'baby_bugga_boo@gmail.com', 'Kiki', '2ahGAth49QPEMp', 925, 978650040, '2017-03-07', 'Olson', '2017-03-07', 'baby_bugga_boo', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'joancrawfordfanclub@gmail.com', 'Rory', 'LnKjaLLF4WqBJX', 280, 440238995, '2017-03-07', 'Milne', '2017-03-07', 'joancrawfordfanclub', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'fartoolong@gmail.com', 'Carla', 'B8FnrWmjEXzgwM', 115, 272352797, '2017-03-07', 'Davenport', '2017-03-07', 'fartoolong', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'loliateyourcat@gmail.com', 'Tony', 'BUYyvD8ygLM96X', 922, 725041827, '2017-03-07', 'Dawe', '2017-03-07', 'loliateyourcat', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'rawr_means_iloveyou@gmail.com', 'Saxon', 'p7h9k3mL5TTpYu', 875, 16862729, '2017-03-07', 'Chan', '2017-03-07', 'rawr_means_iloveyou', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'ihavethingstodo.jpg@gmail.com', 'Danyaal', 'nh75H4UYF4599F', 454, 651362847, '2017-03-07', 'Vazquez', '2017-03-07', 'ihavethingstodo.jpg', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'heresWonderwall @gmail.com', 'Marguerite', 'jTfWEU4u4dDwpg', 775, 242652246, '2017-03-07', 'Wilkes', '2017-03-07', 'heresWonderwall ', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'UFO_believer@gmail.com', 'Zander', 'R8fF5kekGFQqH4', 844, 853511865, '2017-03-07', 'Cabrera', '2017-03-07', 'UFO_believer', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'ihazquestion@gmail.com', 'Sameer', 'CvpDuv4X523hgf', 535, 327025172, '2017-03-07', 'Philip', '2017-03-07', 'ihazquestion', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'SuperMagnificentExtreme@gmail.com', 'Cooper', 'GRUFQCqBZcVTWe', 75, 601510048, '2017-03-07', 'Graham', '2017-03-07', 'SuperMagnificentExtreme', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'TheAverageForumUser@gmail.com', 'Arjan', 'tCYFgvmhhNZ3Xg', 887, 365345591, '2017-03-07', 'Dale', '2017-03-07', 'TheAverageForumUser', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'just_a_teen@gmail.com', 'Ubaid', 'Smu4HRUUzRkk7x', 489, 434681128, '2017-03-07', 'Gill', '2017-03-07', 'just_a_teen', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'OmnipotentBeing@gmail.com', 'Theodor', 'a629LwfZeeADAX', 856, 640520927, '2017-03-07', 'Farrell', '2017-03-07', 'OmnipotentBeing', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'GawdOfROFLS@gmail.com', 'Dustin', 'MURXUGjFT7Ae49', 687, 491125520, '2017-03-07', 'Whitfield', '2017-03-07', 'GawdOfROFLS', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'loveandpoprockz@gmail.com', 'Teegan', 'kMQ23yw5Q8BjkbJ', 736, 538797738, '2017-03-07', 'Castro', '2017-03-07', 'loveandpoprockz', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', '2_lft_feet@gmail.com', 'Shamas', 'SEnnwv33CFz4ukr', 462, 592442528, '2017-03-07', 'Gibbons', '2017-03-07', '2_lft_feet', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Bread Pitt@gmail.com', 'Aayan', 'RKhmwbnDYh99QUJ', 201, 898045935, '2017-03-07', 'Redman', '2017-03-07', 'Bread Pitt', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'potatoxchipz@gmail.com', 'Luisa', 'BGEfxsuZyK9SdLM', 548, 262201740, '2017-03-07', 'Cordova', '2017-03-07', 'potatoxchipz', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'FoxtrotTangoLove@gmail.com', 'Peyton', 'jPArM25cJWVvvJy', 417, 915102827, '2017-03-07', 'Miles', '2017-03-07', 'FoxtrotTangoLove', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'ElfishPresley@gmail.com', 'Ivo', 'KxmRgQyHHbWGt23', 245, 761953634, '2017-03-07', 'Mccoy', '2017-03-07', 'ElfishPresley', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'WustacheMax@gmail.com', 'Lily', 'ZXswDqmP8azr47j', 97, 555548924, '2017-03-07', 'Sparrow', '2017-03-07', 'WustacheMax', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'JuliusSeizure@gmail.com', 'Steven', '2ntYDZHA4rTKB7n', 35, 437803540, '2017-03-07', 'Keenan', '2017-03-07', 'JuliusSeizure', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'HeyYouNotYouYou@gmail.com', 'Myra', 'Ts75nkQmMv5em5B', 940, 244306377, '2017-03-07', 'Benitez', '2017-03-07', 'HeyYouNotYouYou', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'OneTonSoup@gmail.com', 'Patience', 'b48BxshSuPgBEWR', 143, 943511300, '2017-03-07', 'Dunlap', '2017-03-07', 'OneTonSoup', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'HoneyLemon@gmail.com', 'Kellie', 'EuEGZze3s98ez6t', 634, 590966497, '2017-03-07', 'Andrew', '2017-03-07', 'HoneyLemon', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'LoveMeKnot@gmail.com', 'Kiran', '6MP85zyqjenzXTR', 323, 219023100, '2017-03-07', 'Bauer', '2017-03-07', 'LoveMeKnot', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Bud Lightyear@gmail.com', 'Taylor', 'Gk79ZC7JpEt8dNS', 813, 153752533, '2017-03-07', 'Grimes', '2017-03-07', 'Bud Lightyear', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Jinete_de_las_holas@gmail.com', 'Aubrey', 'yC2Jt5jSVBweNys', 409, 353341698, '2017-03-07', 'Dunne', '2017-03-07', 'Jinete_de_las_holas', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'extra_hard_kids@gmail.com', 'Brenden', 'KwuSnXMZnxW62HU', 644, 496023776, '2017-03-07', 'Hayden', '2017-03-07', 'extra_hard_kids', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'takenbyWine@gmail.com', 'Cara', 'vSZT8wcfycmuB8h', 413, 710641281, '2017-03-07', 'Callahan', '2017-03-07', 'takenbyWine', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'taking0ver@gmail.com', 'Menna', 'UxTweSycyBUw5VB', 943, 39227785, '2017-03-07', 'Connelly', '2017-03-07', 'taking0ver', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Unic0rns@gmail.com', 'Alyssa', 'hDwXrPLBHB9yt8t', 197, 948533135, '2017-03-07', 'Carver', '2017-03-07', 'Unic0rns', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'in_jail_out_soon@gmail.com', 'Taryn', 'D6XJQfkdpXrqDmB', 984, 466206215, '2017-03-07', 'Mcmillan', '2017-03-07', 'in_jail_out_soon', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'hotgirlbummer@gmail.com', 'Daniyal', 'kf6UwrRQM2tRzMQ', 24, 807388591, '2017-03-07', 'Mckinney', '2017-03-07', 'hotgirlbummer', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'behind_you@gmail.com', 'Pamela', '5aVQN8vgwt3C4dF', 415, 678761156, '2017-03-07', 'Goodwin', '2017-03-07', 'behind_you', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'itchy_and_scratchy@gmail.com', 'Nuala', 'Py9LtWhfAYB5YWK', 504, 799625151, '2017-03-07', 'Head', '2017-03-07', 'itchy_and_scratchy', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'not_james_bond@gmail.com', 'Trixie', 'qxNnJB3JmqaWACW', 934, 563387866, '2017-03-07', 'Blaese', '2017-03-07', 'not_james_bond', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'a_collection_of_cells@gmail.com', 'Lola-Mae', '299eyJrB4XjU4Hg', 730, 177862429, '2017-03-07', 'Drew', '2017-03-07', 'a_collection_of_cells', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'CowabungaDude@gmail.com', 'Brandan', 'nRUk7pGRrk9XH6G', 644, 69080308, '2017-03-07', 'Paine', '2017-03-07', 'CowabungaDude', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'TeaBaggins@gmail.com', 'Bobbie', '2xrBwMsjwTnmnrH', 633, 810853862, '2017-03-07', 'Wilson', '2017-03-07', 'TeaBaggins', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'bill_nye_the_russian_spy@gmail.com', 'Myles', 'CUKgD9w7MMxRsZk', 234, 351115711, '2017-03-07', 'Hill', '2017-03-07', 'bill_nye_the_russian_spy', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'intelligent_zombie@gmail.com', 'Eilish', 'jnSfXuuFXujc4eH', 853, 846100575, '2017-03-07', 'Ryan', '2017-03-07', 'intelligent_zombie', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'imma_rage_quit@gmail.com', 'Khloe', 'j3EkLrXPhZJeUGv', 414, 984724271, '2017-03-07', 'Dillard', '2017-03-07', 'imma_rage_quit', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'kiss-my-axe@gmail.com', 'Kevin', 'K5w4mKDC25WpEFf', 643, 288053645, '2017-03-07', 'Benson', '2017-03-07', 'kiss-my-axe', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'rambo_was_real@gmail.com', 'Rebecca', 'zRjjnqEf8VZP9tD', 244, 502550464, '2017-03-07', 'George', '2017-03-07', 'rambo_was_real', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'churros4eva@gmail.com', 'Koby', '2aUsrxpLZBU3qJD', 611, 870810928, '2017-03-07', 'Macgregor', '2017-03-07', 'churros4eva', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'namenotimportant@gmail.com', 'Ernest', 'rAGDSG4eUUrw93v', 289, 759812093, '2017-03-07', 'Travis', '2017-03-07', 'namenotimportant', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'i_boop_ur_nose@gmail.com', 'Garrett', 'sVAu2wvpcbZSqZt', 316, 854214909, '2017-03-07', 'Dalton', '2017-03-07', 'i_boop_ur_nose', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'image_not_uploaded@gmail.com', 'Manha', '6NJEygATRKP4wks', 735, 881063354, '2017-03-07', 'Bravo', '2017-03-07', 'image_not_uploaded', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'suck_my_popsicle@gmail.com', 'Faizah', '4q8Dv6Ctzvwjrtk', 20, 622257500, '2017-03-07', 'Sanderson', '2017-03-07', 'suck_my_popsicle', 6); 
